Restaurant Name,Cuisines,Aggregate rating,Price range,City
Tapas - Jaypee Vasant Continental,North Indian,3.2,4,New Delhi
Liquid,"Finger Food, North Indian, Continental, Italian, Mediterranean",4.0,3,Kanpur
Da Pizza Bakers,Pizza,3.1,2,New Delhi
White X Sky Lounge,North Indian,3.4,3,Nashik
Hungry Buffoons,"North Indian, Italian, Mexican",2.7,1,Gurgaon
4 Barrels Cafi & Lounge,"North Indian, Continental, Lebanese",3.5,3,New Delhi
Admission Lounge,"North Indian, Continental, Chinese, Fast Food",2.7,4,New Delhi
Bikaner Kesarvala,"Mithai, Street Food",3.2,1,New Delhi
TukTuk,"Asian, Chinese, Thai, Malaysian, Indonesian, Burmese",3.8,3,New Delhi
Dilli Chaap Wale,"North Indian, Fast Food",3.4,1,New Delhi
Cafeteria Point,Cafe,3.2,2,Gurgaon
Vishal Restaurant,North Indian,3.1,2,New Delhi
Eat n Joy,"North Indian, Mughlai",3.2,2,New Delhi
Vinayak Restaurant,"North Indian, Chinese",2.7,1,New Delhi
F-all (Food for All),"North Indian, Chinese, Fast Food",3.4,1,Noida
Sandwich & Sons,Fast Food,3.2,2,New Delhi
Cafi Healthilicious,"Healthy Food, Continental",3.5,1,New Delhi
Milk Patisserie,"Bakery, Desserts",3.8,1,New Delhi
Penta Cafe,"Fast Food, Italian",3.6,2,New Delhi
Navdanya Organic Food Cafe,North Indian,3.5,1,New Delhi
Bibi,"Juices, Healthy Food",4.7,3,Rio de Janeiro
Dimsum Vs Sushi,"Japanese, Chinese",3.4,2,New Delhi
Sandy's Punjabi Rasoi,"North Indian, Mughlai, Chinese",3.2,2,New Delhi
New Vishal's Kitchen,"North Indian, Chinese",2.5,2,Noida
Dark House,"Chinese, Italian, Fast Food",2.8,1,New Delhi
Meghraj Food Court,"North Indian, Street Food, Mithai",3.0,1,New Delhi
24 Plus Cafe & Restaurant,"Continental, Fast Food, Desserts, Indian",3.8,2,Coimbatore
Savannah Bar - Radisson Blu Plaza Delhi,Finger Food,3.3,4,New Delhi
Spicy Duck - Taj Palace Hotel,Asian,3.5,4,New Delhi
Fresh n Refresh,Fast Food,3.4,2,New Delhi
Takkar Dhaba,North Indian,2.6,1,New Delhi
Cakes Dot Com,Bakery,3.2,1,New Delhi
Zara Restaurant,"North Indian, Mughlai",3.3,1,New Delhi
Pizza Yum,"Pizza, Fast Food",3.1,2,New Delhi
Spicy Tadka,"North Indian, Chinese",3.5,2,New Delhi
Aconchego Carioca,"Brazilian, Bar Food",4.6,3,Rio de Janeiro
Rooftop,"North Indian, Chinese, Italian",3.3,2,New Delhi
Chhote Nawab,Lucknowi,3.5,1,Noida
Bite & More,"Fast Food, North Indian",3.3,1,New Delhi
Food Tamasha & Co.,North Indian,3.2,2,Noida
Chaska Restaurant,"North Indian, Chinese",3.2,2,Faridabad
Oh My Scoop!,"Ice Cream, Beverages",3.5,1,Noida
Amul Cafe,"Desserts, Fast Food",3.3,1,New Delhi
Twenty Ten - Ashtan Sarovar Portico,"North Indian, Continental, Chinese",3.3,3,New Delhi
Santos,"Pizza, Fast Food",3.3,2,Manchester
SardarBuksh Coffee & Co.,"Beverages, Desserts",3.6,1,New Delhi
Ram Chinese Food,"Chinese, Fast Food",3.1,1,New Delhi
Uncle's Cafe,"North Indian, Biryani, Fast Food, Chinese",2.7,1,Gurgaon
Spanish Delights,Ice Cream,3.5,1,New Delhi
Shan E Punjab,"North Indian, South Indian",3.4,2,New Delhi
Huddle Cafe,"Fast Food, Beverages",3.4,1,New Delhi
Chaap Point,Fast Food,3.2,1,New Delhi
Dhaba Ambarsariya,"North Indian, Chinese",3.3,2,New Delhi
Taste In Box,"North Indian, Chinese",2.3,2,Noida
Snack Chat,"Fast Food, Italian",3.4,2,Noida
Potet,"Fast Food, Beverages",3.7,1,New Delhi
Grill Zone,"Fast Food, Italian, Pizza",3.4,1,New Delhi
Spicy Food Court,"North Indian, Mughlai, Chinese",2.7,2,New Delhi
Mughlai Shahi Rasoi,"North Indian, Mughlai",3.2,2,New Delhi
Cafe 121,"Continental, American, Italian, North Indian, Chinese",3.6,2,New Delhi
Mini Mahal Delux,"North Indian, Chinese",2.8,3,Gurgaon
Shanghai Restaurant,"North Indian, Mughlai, Chinese",2.5,1,New Delhi
The Godinho's,"Goan, American, Portuguese",3.8,2,Gurgaon
Longitude 77A03' Bar - Le Meridien Gurgaon,Finger Food,3.4,3,Gurgaon
Sahni Chicken Corner,"North Indian, Mughlai",3.2,2,New Delhi
Cake Castle,"Bakery, Fast Food",3.2,1,Gurgaon
Green Hut,"North Indian, Chinese, Fast Food",2.8,2,Gurgaon
Ram Parshad Makhan Lal,Mithai,3.4,1,New Delhi
Hot n Hot,"Chinese, Fast Food",2.4,1,New Delhi
Aapni Dhani,"North Indian, Street Food",2.8,1,New Delhi
Alfa Kathi Rolls,Fast Food,2.6,1,New Delhi
Chalte Firte Momos,"Fast Food, Chinese",2.6,1,New Delhi
Simran's Cake Studio,Bakery,3.4,1,Noida
Kabab,"North Indian, Mughlai",3.2,2,New Delhi
Food Plaza,Chinese,3.2,2,New Delhi
Food Refill,Chinese,3.1,1,New Delhi
Welcome Cafeteria,"North Indian, Mughlai",3.3,2,Gurgaon
The Chef,"North Indian, Chinese",3.2,2,New Delhi
Resto 37,"North Indian, Chinese, Continental, Fast Food",3.9,2,New Delhi
South Indian Fast Food,South Indian,3.3,1,New Delhi
Jeet Chaat Bhandar,Street Food,3.5,1,New Delhi
Mughal Chic Inn,"Mughlai, North Indian",3.3,2,New Delhi
Dilli Zaika,"Fast Food, South Indian, Chinese",3.2,1,New Delhi
The Smokin' Grill by The Flashback,Fast Food,3.3,1,New Delhi
Moets Curry Leaf Express,"North Indian, Mughlai",3.2,2,New Delhi
Dips,"South Indian, Chinese",2.8,1,New Delhi
Namdhari's Icecream & Bakers,"Desserts, Bakery, Fast Food",2.8,1,New Delhi
Tikka- Way,"North Indian, Chinese",3.5,2,New Delhi
Aurangzeb Rd,"North Indian, Mughlai",3.4,2,New Delhi
Niti Shake & Ice Cream Hub,"Desserts, Beverages",3.8,1,New Delhi
Vaishno Rasoi,North Indian,2.6,1,New Delhi
Big Bite,"North Indian, Chinese, Fast Food",3.0,1,New Delhi
Chopstick,Chinese,3.0,1,Faridabad
Noah's Barn Coffeenery,"Cafe, Coffee and Tea, Western",4.2,3,Bandung
China Hot,Chinese,2.9,1,Noida
Xiao Chi - The Westin Sohna Resort & Spa,Chinese,3.4,4,Gurgaon
Vrindavan Sweets & Restaurant,"North Indian, Chinese, South Indian, Fast Food",3.0,1,Faridabad
De Royale Food's,"North Indian, Chinese",3.2,2,New Delhi
Gokul Foods,"North Indian, Chinese",3.6,2,New Delhi
Sunny Sweets,"Mithai, Street Food",3.3,1,Gurgaon
Mr. Baker's,"Bakery, Fast Food",3.0,1,New Delhi
Shiv Shakti Vaishno Bhojnalaya,North Indian,3.1,2,New Delhi
Walia's Dawat Mahal,"North Indian, Chinese",3.1,2,New Delhi
The Paradise Biryani,"Biryani, North Indian",2.9,2,Gurgaon
The Sugar Therapy,"Bakery, Desserts",3.4,1,New Delhi
Health Buzzz,Healthy Food,3.1,1,New Delhi
The Mirch Masala,North Indian,3.2,2,New Delhi
Khalsa Veg Corner,"North Indian, Fast Food",3.4,1,New Delhi
Aggarwal Sweet Corner,"North Indian, Chinese, Street Food, Mithai",3.4,1,New Delhi
Katwalk Lounge,"Cafe, Italian",3.3,2,New Delhi
The Butcher's Wife,"Pizza, Grill",3.7,3,Cape Town
Sethi's Kabab & Curries,North Indian,3.1,2,New Delhi
Maddi Sweet Centre,"Mithai, Street Food",3.2,1,New Delhi
World of Wok,Chinese,3.6,2,New Delhi
Bakeology,"Bakery, Desserts",3.5,1,New Delhi
Fat Monk,"Chinese, Asian",3.9,1,Gurgaon
Deepak Rasoi,"North Indian, Chinese",2.7,1,Gurgaon
The Frozen Factory,"Ice Cream, Desserts",3.7,1,Noida
Prince Chicken & Mutton Shop,"Raw Meats, North Indian",2.6,2,New Delhi
Darjeeling Momos,"Chinese, Fast Food",2.9,1,New Delhi
Crispy Crust,"North Indian, Chinese, Fast Food",3.4,2,Faridabad
Cafe Filter,"Fast Food, Italian, North Indian, Chinese",3.6,2,New Delhi
Gopal's Restaurant & Caterer's,"North Indian, Fast Food",2.7,1,New Delhi
Sindh Sweet Corner,"Mithai, Street Food",2.7,1,New Delhi
Fusion N Food,Fast Food,3.8,1,New Delhi
Gatsby Kitchen & Bar by Club BW,"Continental, North Indian",3.5,4,New Delhi
Kant Khana Khazana,North Indian,3.4,1,Faridabad
Asli Alam Muradabadi Biryani Centre,Biryani,2.8,1,New Delhi
Arabicaa 9,Lebanese,3.3,2,Gurgaon
Sadda Adda,"Fast Food, Chinese, North Indian",3.5,1,Noida
Organic German Bakeshop - Brown Bread Bakery,"Fast Food, Continental, Italian, Bakery",3.2,2,New Delhi
Esquina Mocoti_,"Brazilian, North Eastern",4.4,4,Sio Paulo
Haji Mohd. Hussain,Mughlai,3.6,1,New Delhi
Metropolis Bar,"Chinese, Continental, North Indian",3.0,2,New Delhi
Cafe Trance & Lounge,"Cafe, Fast Food",2.6,2,New Delhi
Moon of Taj,Desserts,3.8,2,New Delhi
Orange Tree Cafe,"Continental, Chinese, North Indian",3.5,2,New Delhi
Firangi Island,"North Indian, Chinese, Continental, Italian",3.5,3,New Delhi
Spice Box,North Indian,3.4,1,New Delhi
The Grill Cafe,"Cafe, Fast Food, Pizza",3.4,1,New Delhi
Papa Pizza,"Pizza, Fast Food",3.5,1,New Delhi
Chicken Addiction,North Indian,3.1,2,New Delhi
The Toddy Shop,"South Indian, Kerala",3.4,3,Gurgaon
Instapizza After Hours,"Pizza, Fast Food",3.5,2,New Delhi
Brothers' Bakery,"Fast Food, Bakery",2.9,1,New Delhi
ProFit Kitchen,Healthy Food,3.4,2,Noida
Kook For Health,"American, Asian, North Indian, Mexican, South Indian",3.3,2,New Delhi
Alcoholic Lounge & Bar,Finger Food,2.8,3,New Delhi
Desi Thaat,"North Indian, Chinese",3.2,1,Gurgaon
Chhole Bhature Corner,North Indian,3.3,1,New Delhi
Balada Mix,"Brazilian, Healthy Food, Juices, Pizza",4.6,3,Rio de Janeiro
The Atrium - By Jukaso It Suites,"Asian, Bakery",2.8,3,Gurgaon
Taste of Balingup,Modern Australian,3.2,2,Balingup
Zazic BistriC Tropical,Brazilian,4.6,4,Rio de Janeiro
Burger Planet,"North Indian, Chinese, Fast Food",3.2,1,Gurgaon
Cafe Du Rendezvous,"Cafe, Street Food",3.2,1,Gurgaon
Tea Lounge - Eros Hotel,Cafe,3.3,3,New Delhi
The Crunch Box,Fast Food,3.7,1,New Delhi
Bintang Sweet Thrills,"Desserts, Ice Cream",3.5,1,New Delhi
Cafe CoffeeCo,Cafe,3.4,1,New Delhi
Hari Om Bhojnalaya,North Indian,3.2,1,New Delhi
Royal Rasoi,"North Indian, Mughlai",2.8,2,Noida
Chinese Delights,"Chinese, North Indian",3.5,1,New Delhi
Sweetheart Cupcakes,Desserts,3.1,1,New Delhi
Special Jalebi Wala,Mithai,3.5,1,New Delhi
Al-Malik,"North Indian, Mughlai, Chinese",3.2,2,New Delhi
K2 Restaurant,"Korean, Chinese",3.0,4,Gurgaon
Himalaya Dhaba,North Indian,2.6,1,New Delhi
Shaan e Punjab,"North Indian, Mughlai",3.1,2,New Delhi
Wok N Spice,"Chinese, Fast Food",3.1,1,Noida
New Bakers Shoppee,"Bakery, Fast Food",3.2,1,New Delhi
Pinka's Rasoi,North Indian,3.1,2,New Delhi
Handmade Burger Co.,"Burger, American",3.7,2,Birmingham
Vibes of Punjab,"North Indian, Mughlai, Chinese",3.2,2,New Delhi
Burger Bros,"Fast Food, Burger",3.1,1,New Delhi
Veg O Non,North Indian,3.1,2,Gurgaon
Cakes & Muffins,Bakery,3.3,1,Gurgaon
Trending Eats,"Italian, Fast Food",3.4,2,New Delhi
The Blessing Bliss,"North Indian, Continental, Chinese",3.4,3,New Delhi
Taste Drive,Fast Food,3.4,1,New Delhi
Sachdeva Chinese Fast Food,"Chinese, Fast Food",3.3,1,New Delhi
Ustad Moinuddin Kebab,Fast Food,3.7,1,New Delhi
Break Fast Point,North Indian,3.3,1,New Delhi
The Kebab Company,"Fast Food, North Indian",3.5,1,Noida
Natraj Cafe,"North Indian, Fast Food, South Indian",3.4,1,New Delhi
Nishtha,"Street Food, Chinese",3.3,1,New Delhi
Mokoholic Juice Bar,"Juices, Desserts",3.5,1,Aurangabad
Indian & Chinese Corner,"North Indian, Chinese",3.1,1,Gurgaon
Mini's Royal Cafe,"North Indian, Chinese",3.3,2,Gurgaon
Melting Flavours,North Indian,3.4,2,Noida
The Guls,North Indian,3.0,2,Gurgaon
Hema Chinese Foods,Chinese,3.3,1,New Delhi
Roti N Boti,"North Indian, Fast Food, Mughlai",3.5,1,New Delhi
WTF - World's Tastiest Food,"North Indian, Chinese",2.4,2,Noida
Cherry Fresh,"Ice Cream, Desserts",3.3,1,New Delhi
Fabelle Chocolate Boutique - ITC Maurya,"Desserts, Ice Cream",3.8,3,New Delhi
Satkar Fast Food,North Indian,2.8,1,New Delhi
K's Town,"North Indian, Mughlai",2.8,2,New Delhi
3 Squares Diner,"American, Breakfast, Diner",3.4,1,Albany
Rajan Corner,South Indian,3.6,1,New Delhi
New Town Lounge & Bar - Park Plaza,"Continental, Finger Food",3.4,4,Gurgaon
Tpot,Cafe,3.6,1,Noida
Kasturi Family Restaurant,"North Indian, Chinese",3.0,1,New Delhi
Muradabadi Biryani Centre,Mughlai,2.9,1,New Delhi
Chinese Food Corner,"Chinese, North Indian",2.5,2,New Delhi
Noor Restaurant,"North Indian, Mughlai, Chinese",3.4,2,New Delhi
Henri's Bar - Le Meridien,Finger Food,3.3,4,New Delhi
Carara,"North Indian, Chinese",2.6,2,New Delhi
Cafe Tansen,"North Indian, Chinese",3.5,2,New Delhi
Food Belle,"North Indian, Chinese",3.3,2,Ranchi
AL Maroosh,"North Indian, Mughlai, Chinese",2.8,2,New Delhi
Raja Chat Corner,Street Food,3.3,1,New Delhi
Foodies Joint,"Fast Food, North Indian, Chinese",3.4,1,New Delhi
Apna Dhaba and Caters,North Indian,3.2,1,New Delhi
Gulshan Dhaba,North Indian,3.4,1,Gurgaon
Grandma's Kitchen,"North Indian, South Indian",2.5,1,Gurgaon
Chaudhary Di Hatti,"Desserts, Street Food",3.3,1,New Delhi
The Belgian Triple,"Healthy Food, Seafood, Beverages, Belgian, Contemporary, Desserts, Finger Food, International",4.2,4,Pretoria
Mudrika Food Factory,"North Indian, Mughlai, Chinese",2.5,2,Noida
Chily Hut,"Chinese, North Indian",3.2,2,New Delhi
Grill Point,Fast Food,3.2,1,Noida
Take Away,Chinese,2.9,1,New Delhi
Breaktym,"North Indian, Mughlai",3.2,1,Noida
Matrix - Jaypee Greens,Finger Food,3.2,4,Noida
Earthen Spices,"North Indian, Mughlai, Chinese",2.7,2,Gurgaon
Chilli Zone,"North Indian, Chinese",3.4,2,Noida
Yakooz,"Hyderabadi, North Indian",3.1,2,New Delhi
Kishu Di Hatti Sweets,Mithai,3.6,1,Gurgaon
The Epicureans,"North Indian, Mughlai, Chinese",3.4,2,Noida
Bikaner Sweets,"Mithai, Street Food",3.3,1,New Delhi
Victoria,"North Indian, Chinese",3.2,3,New Delhi
Grill King Kabab & Curries,"North Indian, Chinese",2.4,2,Gurgaon
Itaos Sinful,"Bakery, Desserts",3.5,1,New Delhi
Orchid - Fortune Select Global,"North Indian, Chinese, Continental",2.6,4,Gurgaon
Kathi Zone,Fast Food,3.3,1,New Delhi
The Host,Chinese,2.7,1,New Delhi
Papa Mexicano,"Fast Food, Mexican, Tex-Mex",3.6,2,Bhopal
New Red Onion,"North Indian, Chinese",2.5,2,New Delhi
Kolhapuri Veg Non-Veg Foods,Maharashtrian,3.3,1,New Delhi
Shiv Restaurant,North Indian,2.7,1,Faridabad
Momos Hut & Chinese Food,"Chinese, Fast Food",2.4,2,New Delhi
Bistro 57,"Fast Food, Beverages",4.0,2,New Delhi
Organic Express,"Healthy Food, North Indian, Italian, Salad",3.4,2,Gurgaon
Pizza Station,Pizza,3.5,1,New Delhi
Inderpuri Restaurant,North Indian,3.0,1,New Delhi
Urban Garden Cafe,"Fast Food, Italian",3.1,1,New Delhi
Syall Kotian Da Dhaba,North Indian,3.0,2,New Delhi
Bansal Sweet,"Desserts, Street Food",2.7,1,New Delhi
Eat N Treat,"Chinese, North Indian",2.8,1,Faridabad
Cakeophony By Sonali,Bakery,3.4,1,New Delhi
Delhi Rasoi,"North Indian, Chinese, South Indian",3.3,2,New Delhi
Sindhi Dhaba,North Indian,2.9,1,New Delhi
DiVine,"Cafe, Coffee and Tea, Sandwich",3.4,2,Penola
The Arena,"Continental, Asian, North Indian",3.4,3,New Delhi
Everest Bakery Cafe,"Cafe, Fast Food, Asian, Italian",2.8,2,New Delhi
Kedarnath Prem Chand Halwai,"Mithai, Street Food",3.7,1,New Delhi
Pappu Chat Bhandar,Street Food,3.5,1,New Delhi
Clove - The Galgotias,"Chinese, North Indian, Continental, Mexican",2.7,3,Gurgaon
Urban Gala,"Chinese, Cafe",2.8,2,New Delhi
Captain Curry,"North Indian, Chinese",3.6,1,Noida
Volt - By Plan B,"Mediterranean, Mughlai, Thai, North Indian, Chinese",3.5,3,Gurgaon
Mosaic - Country Inn & Suites By Carlson,"North Indian, Chinese, Italian, Continental",3.4,3,Gurgaon
Krunchies,Fast Food,2.5,1,Noida
Oriental Lee,"Chinese, Thai",2.7,2,New Delhi
Nineties,"Cafe, Fast Food",3.9,1,Nagpur
Raju Vaishnav Dhaba,"North Indian, South Indian",3.2,1,New Delhi
Club Pizzeria,Pizza,3.4,2,Faridabad
Chicken Vicken,"North Indian, Chinese",3.4,2,New Delhi
Transform Nutrition,"Healthy Food, Continental",3.5,1,New Delhi
Khan's Dilli-6 Biryani,"Biryani, Mughlai",3.0,2,New Delhi
Biryani Vice,"North Indian, Biryani",3.6,2,Noida
Aashirwad,"Chinese, North Indian",3.2,1,New Delhi
The Sugar Story,"Bakery, Desserts",3.3,1,New Delhi
Gabbar Di Hatti,"North Indian, Mughlai",3.4,1,New Delhi
Annapoorna,Street Food,3.1,1,New Delhi
TT Burger,Burger,4.8,3,Rio de Janeiro
My Love Restaurant & Bar,"North Indian, Mughlai, Chinese",2.7,3,New Delhi
The Anna,"Chinese, South Indian, Fast Food",2.8,1,Noida
Book Food Kitchen,"North Indian, Chinese",3.1,1,Noida
The Cake Factory,"Bakery, Fast Food",2.3,1,New Delhi
NSD Resto Bar & Kitchen,"North Indian, Chinese, Continental",2.6,3,Noida
Bites - Leisure Inn,"North Indian, Continental, Asian",3.0,3,Gurgaon
Onyx Bar - Hotel The Royal Plaza,"Continental, Chinese, Japanese, North Indian, Thai",3.0,4,New Delhi
Swag & Swad,"North Indian, Chinese, Mughlai",3.4,2,Noida
Yellowtail,"North Indian, Chinese, Fast Food",3.1,2,New Delhi
Mother Dairy Ice Cream,"Desserts, Ice Cream, North Indian",3.5,1,New Delhi
Opium Bar - Hotel City Park,"Finger Food, North Indian, Chinese",2.8,4,New Delhi
Mayur Restaurant,"North Indian, South Indian, Chinese",2.8,1,New Delhi
Cafe Bite,Cafe,3.2,2,Faridabad
Burger Bites & More,"Fast Food, Chinese",2.9,1,Gurgaon
French Crust - The Suryaa New Delhi,"Cafe, Bakery",3.3,2,New Delhi
Punjab To China,"Chinese, North Indian",3.2,2,New Delhi
Foodies Nation,"Chinese, North Indian",3.4,1,Gurgaon
OMG Cafe,"Cafe, Italian, Mexican, Chinese, North Indian",3.3,2,Ranchi
The Foodie Cafe,"Chinese, Fast Food",3.4,1,New Delhi
Wild Willy,"Pizza, Fast Food",3.2,2,New Delhi
Cafe Cravings,"Cafe, Italian",3.4,2,Gurgaon
Kay's Bake Land,"Bakery, Desserts",3.1,1,Faridabad
Gurgaon Hights,North Indian,2.5,1,Gurgaon
Aim Cafe And Restaurant,"Japanese, Sushi",3.3,3,Noida
Chinese By Nature,Chinese,2.9,1,Noida
Nikhil Food Point,"Chinese, North Indian",2.7,1,Gurgaon
hug!,Desserts,3.5,1,New Delhi
Shri Duli Chand Naresh Gupta,Desserts,3.4,1,New Delhi
Mangle Di Kulfi,"Ice Cream, Desserts",3.6,1,Gurgaon
24x7,"North Indian, Continental, Chinese",3.1,3,New Delhi
Cakes Degree,Bakery,3.4,1,Gurgaon
Food4U!,"North Indian, Chinese, Street Food",3.2,2,Gurgaon
Mr. Momo,"Fast Food, Chinese",2.7,1,New Delhi
The Fashion Street Cafi,"Cafe, North Indian, Chinese, South Indian",3.2,2,New Delhi
The Night Walkers,"North Indian, Chinese, Continental, Fast Food",3.4,2,New Delhi
Grover's - The Baker Shop,"Bakery, Fast Food",3.0,1,New Delhi
Lumbini Food Point,Chinese,2.8,1,Noida
Masala Factory,"North Indian, Chinese",3.8,2,New Delhi
Hira Chaat Corner,Street Food,3.6,1,New Delhi
Kunal Dhaba,North Indian,3.2,1,New Delhi
Lost in Frost,Bakery,3.7,2,New Delhi
Root'd,"Continental, Cafe",3.7,3,New Delhi
Juice On Go,"Juices, Beverages",3.5,1,Faridabad
Amritsari Dhaba,"North Indian, Chinese",3.2,2,New Delhi
Chawla Bakers,"Bakery, Street Food",3.2,1,Gurgaon
Choco House,Desserts,3.4,1,Noida
Hotel Ravisha Continental,"North Indian, South Indian, Chinese",3.4,3,Allahabad
Shiv Shakti Restaurant,"South Indian, Chinese",3.0,1,New Delhi
Crust N Cakes,Bakery,3.4,2,Gurgaon
Tea Lounge - The Ashok,Cafe,3.2,3,New Delhi
Food Army,"North Indian, Mughlai, Chinese",2.3,1,New Delhi
Dilli Darbaar,Street Food,3.1,1,New Delhi
Aditya's Kulcha Express,Street Food,3.3,1,New Delhi
Spice Wok,"North Indian, Chinese",3.1,2,Faridabad
The 87 - Premier Inn,North Indian,3.1,4,New Delhi
Cafe Pitacos,"Continental, Mexican, Mediterranean",3.0,2,Noida
Everest Kitchen,"North Indian, Chinese, Tibetan, Italian, Fast Food",3.2,2,New Delhi
On The Rocks - The Atrium,Finger Food,3.1,3,Faridabad
Sinfully Yours,"Bakery, Desserts",3.3,1,New Delhi
Mezbaan Jaika Restaurant,"Biryani, North Indian, Fast Food",2.7,2,Noida
Lounge & Bar - Eros Hotel,Finger Food,3.5,4,New Delhi
FatPlates,North Indian,3.0,2,Gurgaon
Maakhansingh,North Indian,2.9,1,New Delhi
Aggarwal Sweet and Restaurant,"North Indian, Mithai",2.9,1,New Delhi
Muradabadi Biryani,Hyderabadi,2.6,1,New Delhi
Icon,"Chinese, North Indian",3.2,3,New Delhi
China Hut,"Chinese, Fast Food",2.4,1,Gurgaon
Curry N' Tandoor,"Mughlai, North Indian",3.2,2,Gurgaon
Royale Bakers,"Bakery, Fast Food, Desserts",2.8,1,Noida
Deep Chicken Corner,North Indian,3.2,2,Gurgaon
The Gem Bar & Restaurant,"Continental, North Indian, Chinese",3.2,3,New Delhi
Royal Chick 'N',"Mughlai, North Indian, Chinese",3.3,1,New Delhi
Anandini - The Tea Room,Tea,3.4,2,New Delhi
KTS,Fast Food,3.3,1,New Delhi
Cake On Wheels,"Bakery, Desserts, Fast Food",2.8,1,Gurgaon
Taj Cafe,"North Indian, Chinese",3.1,2,New Delhi
The Binge Box Cafe,Cafe,3.4,2,Faridabad
Mikky Restaurant,North Indian,2.8,2,New Delhi
Rabi Snacks Corner,Fast Food,3.4,1,New Delhi
New Raja Sweets,"Mithai, Street Food",2.9,1,New Delhi
Khosla Cafe,"North Indian, Chinese, Fast Food",3.2,1,New Delhi
Gelato Italiano,"Ice Cream, Desserts",3.3,1,New Delhi
Dewan Sweets,"Desserts, Street Food",3.3,1,New Delhi
Shri Gupta'z,"Mughlai, North Indian, Chinese",3.2,2,New Delhi
Mera Vala Dabba,North Indian,3.6,1,Noida
Prince Fried N Grilled Chicken,North Indian,2.7,1,New Delhi
Arora's Veg. Corner,North Indian,3.4,1,New Delhi
New Raj Kachori Bhandar,Street Food,3.4,1,New Delhi
Platefull,"North Indian, Chinese",3.4,2,Noida
Masala Grill & Coffee House,"Indian, Middle Eastern",3.2,1,Waterloo
Manohar Cakes & Bikaneri,"Mithai, Fast Food",3.5,1,New Delhi
Curry Tree,North Indian,3.5,2,New Delhi
SharpShooters Roof Top Cafe,"Cafe, Chinese, Italian",3.0,1,New Delhi
Stillwater on Belmore,"Breakfast, Coffee and Tea",3.6,2,Lorn
Olive Kitchen,"North Indian, Chinese",2.6,2,Noida
Cafe TAB,Cafe,3.0,2,New Delhi
Chawla's The Cake Room,"Bakery, Fast Food, Beverages",3.4,1,New Delhi
Swad On Grill,"Continental, Chinese, North Indian, Mughlai",3.1,1,Gurgaon
Mithlesh Ande Wala,Street Food,3.5,1,New Delhi
The League Restaurant,"North Indian, Chinese",3.1,2,Gurgaon
Invitation Restaurant,"North Indian, South Indian, Chinese, Fast Food",2.7,2,Faridabad
Himcream,"Ice Cream, Fast Food, Beverages",3.3,1,New Delhi
Cake Mandi,"Bakery, Desserts",3.2,2,Noida
LaBonti,Bakery,3.4,2,New Delhi
Deep Bakers,"Fast Food, Bakery",3.2,1,New Delhi
Yummi Kolkataa,Mithai,3.2,1,New Delhi
Biryani 365,Mughlai,3.2,2,Gurgaon
Hawai Adda,"North Indian, Chinese, Continental",3.5,3,Ludhiana
Bombay's Royal China,"Chinese, Fast Food",3.2,2,New Delhi
Frontier,Bakery,3.3,1,Faridabad
PVR Bhojanalay,"Street Food, North Indian",2.7,1,New Delhi
Fudged,"Desserts, Bakery",3.0,1,New Delhi
Chinese Garden,Chinese,3.2,2,New Delhi
The Grill Darbar,"North Indian, Mughlai, Chinese",3.3,2,Faridabad
Shivani Catering Services,"North Indian, Chinese",3.1,2,Gurgaon
Chanakya Bar-Be-Que,"Chinese, North Indian",3.2,2,New Delhi
Taneja Bakery,Bakery,3.2,1,New Delhi
Al Forno by Aishwarya,"Bakery, Desserts",3.4,2,New Delhi
Anupam Sweets,"Mithai, Street Food",2.5,1,New Delhi
Naagar Foods,North Indian,3.1,1,New Delhi
Polka Cakes & Coffee,"Fast Food, Chinese, Bakery",3.3,1,New Delhi
Triangle Restaurant,"Breakfast, Burger",2.4,1,Mc Millan
Lajawab Family Restaurant,"North Indian, Chinese",2.5,1,Noida
Qureshi Kabab,Mughlai,3.5,1,New Delhi
Everest Momos & Chinese Fast Food,Chinese,3.2,1,New Delhi
King Chilly Kitchen,"Chinese, Tibetan",3.2,1,New Delhi
Kowloon Express,"North Indian, Italian, Chinese, Fast Food",3.4,1,New Delhi
Pick Fresh Fish,"Raw Meats, Fast Food",3.2,1,New Delhi
Authentique Bites,"Bakery, Desserts",3.2,1,New Delhi
Hunger Flames,"Pizza, Fast Food, Chinese",3.4,2,New Delhi
The Cavalry Bar - Maidens Hotel,Finger Food,2.7,4,New Delhi
Cyber Adda 24,"North Indian, Chinese, Fast Food",3.3,2,Gurgaon
Chinese Mania,Chinese,3.2,1,New Delhi
Sanjha Tandoor,"North Indian, Mughlai",2.8,2,New Delhi
Mughlai Flavours,Mughlai,3.2,1,New Delhi
Tandoori Tadka,"North Indian, Chinese",3.3,1,New Delhi
Shanghai Cafe,Chinese,2.6,2,Gurgaon
Dancing Turkeys,Continental,3.3,2,Gurgaon
Green Chilli,"North Indian, Chinese, Continental",2.8,2,New Delhi
Ira - The Waterside Bar - ITC Maurya,Finger Food,3.2,4,New Delhi
Le Seasons Restaurant,"North Indian, Chinese",2.8,2,New Delhi
The Grub House,"Cafe, North Indian, Chinese, Continental",2.7,2,Faridabad
Modi Pastry Corner,"Bakery, Fast Food",2.6,1,New Delhi
